,DATE,YEAR,MONTH,DAY,START_ET,HOME,OPPONENT,OUTCOME,OVERTIME,POINTS_SCORED,OPPONENT_POINTS,CUMULATIVE_W,CUMULATIVE_L,STREAK
0,"Sun, Apr 15, 2018",2018,4,15,9:00p,True,MIN,W,False,104,101,1,0,W 1
1,"Wed, Apr 18, 2018",2018,4,18,9:30p,True,MIN,W,False,102,82,2,0,W 2
2,"Sat, Apr 21, 2018",2018,4,21,7:30p,False,MIN,L,False,105,121,2,1,L 1
3,"Mon, Apr 23, 2018",2018,4,23,8:00p,False,MIN,W,False,119,100,3,1,W 1
4,"Wed, Apr 25, 2018",2018,4,25,9:30p,True,MIN,W,False,122,104,4,1,W 2
6,"Sun, Apr 29, 2018",2018,4,29,3:30p,True,UTA,W,False,110,96,5,1,W 3
7,"Wed, May 2, 2018",2018,5,2,8:00p,True,UTA,L,False,108,116,5,2,L 1
8,"Fri, May 4, 2018",2018,5,4,10:30p,False,UTA,W,False,113,92,6,2,W 1
9,"Sun, May 6, 2018",2018,5,6,8:00p,False,UTA,W,False,100,87,7,2,W 2
10,"Tue, May 8, 2018",2018,5,8,8:00p,True,UTA,W,False,112,102,8,2,W 3
12,"Mon, May 14, 2018",2018,5,14,9:00p,True,GSW,L,False,106,119,8,3,L 1
13,"Wed, May 16, 2018",2018,5,16,9:00p,True,GSW,W,False,127,105,9,3,W 1
14,"Sun, May 20, 2018",2018,5,20,8:00p,False,GSW,L,False,85,126,9,4,L 1
15,"Tue, May 22, 2018",2018,5,22,9:00p,False,GSW,W,False,95,92,10,4,W 1
16,"Thu, May 24, 2018",2018,5,24,9:00p,True,GSW,W,False,98,94,11,4,W 2
17,"Sat, May 26, 2018",2018,5,26,9:00p,False,GSW,L,False,86,115,11,5,L 1
18,"Mon, May 28, 2018",2018,5,28,9:00p,True,GSW,L,False,92,101,11,6,L 2
