,TEAM,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Attend./G,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,opp_G,opp_MP,opp_FG,opp_FGA,opp_FG%,opp_3P,opp_3PA,opp_3P%,opp_2P,opp_2PA,opp_2P%,opp_FT,opp_FTA,opp_FT%,opp_ORB,opp_DRB,opp_TRB,opp_AST,opp_STL,opp_BLK,opp_TOV,opp_PF,opp_PTS
0,BOS_2023,27.4,57.0,25.0,57,25,6.52,-0.15,6.38,118.0,111.5,6.5,98.5,0.243,0.48,0.6,0.566,12.0,22.1,0.197,0.528,11.3,78.5,0.18,18689,82,19830,43.1,87.3,0.494,13.6,36.9,0.369,29.5,50.3,0.586,19.6,24.8,0.79,9.4,32.6,42.0,27.0,6.9,3.3,13.3,19.5,119.4,82,19880,40.4,86.4,0.468,11.7,31.6,0.368,28.7,54.7,0.525,18.1,23.2,0.782,10.1,32.5,42.7,23.8,7.3,4.5,16.2,21.1,110.6
1,CLE_2023,25.4,51.0,31.0,55,27,5.38,-0.15,5.23,116.1,110.6,5.5,95.7,0.264,0.371,0.59,0.556,12.3,23.6,0.206,0.535,14.4,76.3,0.21,18958,82,19980,42.2,88.8,0.475,16.0,42.6,0.377,26.2,46.2,0.567,17.5,21.6,0.812,9.7,35.6,45.3,26.7,6.4,5.2,13.4,18.8,118.0,82,19780,40.1,88.4,0.453,12.8,36.0,0.355,27.3,52.4,0.521,18.2,23.2,0.787,10.8,32.9,43.7,26.0,6.7,5.1,14.9,19.7,111.2
2,PHI_2023,28.2,54.0,28.0,52,30,4.32,0.06,4.37,117.7,113.3,4.4,96.9,0.3,0.389,0.608,0.563,12.6,21.6,0.25,0.541,13.0,77.2,0.217,20470,82,19955,42.6,90.7,0.47,12.8,36.3,0.354,29.8,54.5,0.547,19.7,25.8,0.761,12.8,34.6,47.3,23.3,6.5,4.2,13.2,20.6,117.8,82,19980,41.8,90.2,0.463,11.6,33.7,0.345,30.1,56.5,0.534,16.2,21.1,0.769,9.7,34.3,44.0,23.1,6.6,3.9,12.7,19.1,111.5
3,MEM_2023,24.4,51.0,31.0,51,31,3.94,-0.34,3.6,115.1,111.2,3.9,101.1,0.259,0.372,0.57,0.54,11.7,26.5,0.19,0.526,13.1,75.9,0.206,17264,82,19880,41.7,85.6,0.487,12.9,33.3,0.387,28.8,52.3,0.551,21.4,25.6,0.835,8.9,32.9,41.8,25.7,7.9,4.8,14.0,20.9,117.7,82,19830,41.9,92.0,0.456,11.9,33.7,0.354,30.0,58.3,0.514,16.1,20.7,0.776,10.6,33.0,43.6,23.6,7.0,3.9,11.7,18.7,111.9
4,MIL_2023,29.8,58.0,24.0,50,32,3.63,-0.02,3.61,115.4,111.9,3.5,100.5,0.248,0.446,0.583,0.555,12.7,25.0,0.184,0.52,10.4,77.8,0.175,17531,82,19755,44.2,87.8,0.504,12.0,31.7,0.379,32.3,56.1,0.575,17.1,22.7,0.751,10.3,33.4,43.7,29.3,7.7,4.6,14.8,18.9,117.6,82,19905,40.9,87.4,0.468,13.3,37.2,0.357,27.6,50.2,0.55,17.2,22.1,0.779,9.7,33.8,43.5,26.1,6.7,4.8,15.1,18.8,112.2
5,DEN_2023,26.6,53.0,29.0,49,33,3.33,-0.29,3.04,117.6,114.2,3.4,98.1,0.259,0.361,0.601,0.573,13.1,24.8,0.194,0.543,12.2,76.4,0.201,19235,82,19930,40.9,86.2,0.475,15.5,41.9,0.371,25.4,44.2,0.574,19.4,25.7,0.755,7.8,31.9,39.7,23.4,6.4,3.8,12.5,21.2,116.8,82,19855,41.0,86.7,0.472,12.2,36.0,0.339,28.7,50.7,0.567,18.4,23.6,0.779,9.7,32.1,41.8,24.9,7.3,4.7,15.0,20.4,112.5
6,NYK_2023,24.5,47.0,35.0,48,34,2.93,0.06,2.99,117.8,114.8,3.0,97.1,0.285,0.4,0.577,0.541,11.4,28.3,0.217,0.536,11.4,77.1,0.21,19393,82,19855,43.9,90.9,0.483,10.6,30.1,0.352,33.3,60.9,0.548,18.2,22.2,0.818,11.0,32.6,43.7,24.6,7.0,4.8,12.7,18.5,116.6,82,19780,40.5,87.0,0.466,11.6,32.5,0.357,28.9,54.6,0.53,20.4,26.0,0.786,10.4,33.1,43.4,23.7,7.3,4.0,14.6,20.1,113.0
7,SAC_2023,25.4,48.0,34.0,47,35,2.65,-0.35,2.3,119.4,116.8,2.6,100.3,0.284,0.423,0.608,0.572,12.0,22.7,0.225,0.563,12.6,77.2,0.203,17451,82,19880,43.0,88.1,0.488,12.0,32.7,0.367,31.0,55.4,0.559,18.2,23.3,0.78,10.0,32.5,42.5,25.8,7.4,4.8,13.8,19.7,116.1,82,19805,41.4,85.9,0.482,13.6,36.9,0.367,27.8,49.0,0.569,17.0,21.8,0.781,9.2,34.0,43.2,26.4,7.2,3.9,16.2,20.7,113.3
8,PHO_2023,28.1,45.0,37.0,46,36,2.07,0.01,2.08,115.1,113.0,2.1,98.2,0.241,0.362,0.57,0.535,12.0,26.6,0.191,0.532,12.9,76.0,0.234,17071,82,19830,42.1,88.0,0.479,16.2,42.2,0.385,25.9,45.9,0.564,15.6,19.7,0.794,10.3,33.3,43.6,29.1,7.0,3.8,15.9,20.9,116.1,82,19880,41.3,87.3,0.473,11.9,34.1,0.348,29.4,53.2,0.553,18.9,24.2,0.781,9.7,32.3,42.1,24.7,6.7,4.7,14.6,20.0,113.3
9,NOP_2023,25.9,42.0,40.0,46,36,1.89,-0.26,1.63,114.4,112.5,1.9,99.1,0.279,0.344,0.582,0.543,12.9,24.7,0.221,0.543,13.4,77.4,0.212,16773,82,19805,42.0,88.8,0.473,13.2,37.4,0.353,28.8,51.4,0.56,18.5,23.6,0.786,11.7,33.7,45.4,25.7,6.0,5.2,15.2,20.2,115.8,82,19830,41.1,87.2,0.471,12.1,32.7,0.369,29.0,54.5,0.532,19.6,25.6,0.766,11.1,32.8,43.9,24.6,8.1,4.0,15.1,19.8,113.8
