,DATE,YEAR,MONTH,DAY,START_ET,HOME,OPPONENT,OUTCOME,OVERTIME,POINTS_SCORED,OPPONENT_POINTS,CUMULATIVE_W,CUMULATIVE_L,STREAK
0,"Wed, Oct 18, 2017",2017,10,18,7:00p,True,PHI,W,False,120,115,1,0,W 1
1,"Fri, Oct 20, 2017",2017,10,20,7:00p,True,DET,W,False,115,111,2,0,W 2
2,"Mon, Oct 23, 2017",2017,10,23,9:00p,False,DEN,W,False,109,104,3,0,W 3
3,"Wed, Oct 25, 2017",2017,10,25,10:30p,False,LAL,L,True,99,102,3,1,L 1
4,"Fri, Oct 27, 2017",2017,10,27,10:30p,False,GSW,L,False,117,120,3,2,L 2
5,"Sun, Oct 29, 2017",2017,10,29,6:00p,False,SAC,W,False,110,83,4,2,W 1
6,"Wed, Nov 1, 2017",2017,11,1,7:00p,True,PHO,L,False,116,122,4,3,L 1
7,"Fri, Nov 3, 2017",2017,11,3,7:00p,True,CLE,L,False,122,130,4,4,L 2
8,"Sun, Nov 5, 2017",2017,11,5,6:00p,False,TOR,W,False,107,96,5,4,W 1
9,"Tue, Nov 7, 2017",2017,11,7,7:00p,True,DAL,L,False,99,113,5,5,L 1
10,"Thu, Nov 9, 2017",2017,11,9,7:00p,True,LAL,W,False,111,95,6,5,W 1
11,"Sat, Nov 11, 2017",2017,11,11,7:00p,True,ATL,W,False,113,94,7,5,W 2
12,"Mon, Nov 13, 2017",2017,11,13,7:00p,True,SAC,W,False,110,92,8,5,W 3
13,"Wed, Nov 15, 2017",2017,11,15,7:30p,False,MIA,W,False,102,93,9,5,W 4
14,"Fri, Nov 17, 2017",2017,11,17,7:00p,True,MIA,L,False,88,91,9,6,L 1
15,"Sun, Nov 19, 2017",2017,11,19,3:30p,False,TOR,L,False,91,100,9,7,L 2
16,"Mon, Nov 20, 2017",2017,11,20,8:00p,False,MIL,W,False,99,88,10,7,W 1
17,"Wed, Nov 22, 2017",2017,11,22,7:00p,False,CHO,L,True,124,129,10,8,L 1
18,"Sat, Nov 25, 2017",2017,11,25,7:00p,True,POR,L,False,105,108,10,9,L 2
19,"Tue, Nov 28, 2017",2017,11,28,8:00p,False,MIN,W,False,92,89,11,9,W 1
21,"Wed, Nov 29, 2017",2017,11,29,7:00p,False,PHI,L,False,113,118,11,10,L 1
22,"Fri, Dec 1, 2017",2017,12,1,7:00p,True,DET,W,False,109,91,12,10,W 1
23,"Mon, Dec 4, 2017",2017,12,4,9:00p,False,UTA,L,False,69,116,12,11,L 1
24,"Tue, Dec 5, 2017",2017,12,5,10:00p,False,POR,W,False,106,92,13,11,W 1
25,"Thu, Dec 7, 2017",2017,12,7,9:00p,False,PHO,W,False,109,99,14,11,W 2
26,"Sat, Dec 9, 2017",2017,12,9,3:30p,False,LAC,L,False,112,113,14,12,L 1
27,"Tue, Dec 12, 2017",2017,12,12,7:30p,False,BRK,L,False,98,103,14,13,L 2
28,"Wed, Dec 13, 2017",2017,12,13,7:00p,True,MEM,W,False,93,87,15,13,W 1
29,"Fri, Dec 15, 2017",2017,12,15,7:00p,True,LAC,W,False,100,91,16,13,W 2
30,"Sun, Dec 17, 2017",2017,12,17,6:00p,True,CLE,L,False,99,106,16,14,L 1
31,"Tue, Dec 19, 2017",2017,12,19,7:00p,True,NOP,W,False,116,106,17,14,W 1
32,"Fri, Dec 22, 2017",2017,12,22,7:30p,False,BRK,L,False,84,119,17,15,L 1
33,"Sat, Dec 23, 2017",2017,12,23,7:00p,True,ORL,W,False,130,103,18,15,W 1
34,"Mon, Dec 25, 2017",2017,12,25,5:30p,False,BOS,W,False,111,103,19,15,W 2
35,"Wed, Dec 27, 2017",2017,12,27,7:30p,False,ATL,L,False,99,113,19,16,L 1
36,"Fri, Dec 29, 2017",2017,12,29,7:00p,True,HOU,W,False,121,103,20,16,W 1
37,"Sun, Dec 31, 2017",2017,12,31,3:30p,True,CHI,W,False,114,110,21,16,W 2
38,"Wed, Jan 3, 2018",2018,1,3,7:00p,True,NYK,W,False,121,103,22,16,W 3
39,"Fri, Jan 5, 2018",2018,1,5,9:30p,False,MEM,W,False,102,100,23,16,W 4
40,"Sat, Jan 6, 2018",2018,1,6,8:00p,True,MIL,L,False,103,110,23,17,L 1
42,"Wed, Jan 10, 2018",2018,1,10,7:00p,True,UTA,L,False,104,107,23,18,L 2
43,"Fri, Jan 12, 2018",2018,1,12,7:00p,True,ORL,W,False,125,119,24,18,W 1
44,"Sat, Jan 13, 2018",2018,1,13,7:00p,True,BRK,W,True,119,113,25,18,W 2
45,"Mon, Jan 15, 2018",2018,1,15,2:00p,True,MIL,L,False,95,104,25,19,L 1
46,"Wed, Jan 17, 2018",2018,1,17,7:00p,False,CHO,L,False,109,133,25,20,L 2
47,"Fri, Jan 19, 2018",2018,1,19,8:00p,False,DET,W,False,122,112,26,20,W 1
48,"Mon, Jan 22, 2018",2018,1,22,8:30p,False,DAL,L,False,75,98,26,21,L 1
49,"Thu, Jan 25, 2018",2018,1,25,8:00p,False,OKC,L,False,112,121,26,22,L 2
