,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,34,Giannis Antetokounmpo,PF,7-0,242,1994-12-06,GR,4,
1,6,Eric Bledsoe,PG,6-1,214,1989-12-09,US,7,Kentucky
2,24,Joel Bolomboy,PF,6-9,235,1994-01-28,UA,1,Weber State
3,13,Malcolm Brogdon,PG,6-5,229,1992-12-11,US,1,Virginia
4,23,Sterling Brown,SG,6-5,219,1995-02-10,US,R,SMU
5,8,Matthew Dellavedova,PG,6-3,200,1990-09-08,AU,4,Saint Mary's
6,31,John Henson,C,6-9,219,1990-12-28,US,5,UNC
7,11,Brandon Jennings,PG,6-1,170,1989-09-23,US,8,
8,9,Sean Kilpatrick,SG,6-4,210,1990-01-06,US,3,Cincinnati
9,25,DeAndre Liggins,SG,6-6,209,1988-03-31,US,4,Kentucky
10,7,Thon Maker,C,7-0,221,1997-02-25,SS,1,
11,22,Khris Middleton,SF,6-7,222,1991-08-12,US,5,Texas A&M
12,15,Greg Monroe,C,6-11,265,1990-06-04,US,7,Georgetown
13,15,Shabazz Muhammad,SG,6-6,223,1992-11-13,US,4,UCLA
14,0,Xavier Munford,SG,6-2,180,1992-06-01,US,1,Rhode Island
15,12,Jabari Parker,PF,6-8,245,1995-03-15,US,3,Duke
16,0,Gary Payton II,PG,6-3,190,1992-12-01,US,1,Oregon State
17,40,Marshall Plumlee,C,7-0,250,1992-07-14,US,1,Duke
18,21,Tony Snell,SG,6-6,213,1991-11-10,US,4,New Mexico
19,35,Mirza Teletović,PF,6-9,242,1985-09-18,BA,5,
20,3,Jason Terry,SG,6-2,185,1977-09-15,US,18,Arizona
21,20,Rashad Vaughn,SG,6-6,202,1996-08-16,US,2,UNLV
22,5,D.J. Wilson,PF,6-10,231,1996-02-19,US,R,Michigan
23,44,Tyler Zeller,C,7-0,253,1990-01-17,US,5,UNC
