,DATE,YEAR,MONTH,DAY,START_ET,HOME,OPPONENT,OUTCOME,OVERTIME,POINTS_SCORED,OPPONENT_POINTS,CUMULATIVE_W,CUMULATIVE_L,STREAK
0,"Thu, Oct 19, 2017",2017,10,19,8:00p,False,OKC,L,False,84,105,0,1,L 1
1,"Sat, Oct 21, 2017",2017,10,21,8:00p,True,DET,L,False,107,111,0,2,L 2
2,"Tue, Oct 24, 2017",2017,10,24,7:30p,False,BOS,L,False,89,110,0,3,L 3
3,"Fri, Oct 27, 2017",2017,10,27,7:30p,True,BRK,W,False,107,86,1,3,W 1
4,"Sun, Oct 29, 2017",2017,10,29,7:00p,False,CLE,W,False,114,95,2,3,W 2
5,"Mon, Oct 30, 2017",2017,10,30,7:30p,True,DEN,W,False,116,110,3,3,W 3
6,"Wed, Nov 1, 2017",2017,11,1,8:00p,True,HOU,L,False,97,119,3,4,L 1
7,"Fri, Nov 3, 2017",2017,11,3,7:30p,True,PHO,W,False,120,107,4,4,W 1
8,"Sun, Nov 5, 2017",2017,11,5,7:30p,True,IND,W,False,108,101,5,4,W 2
9,"Tue, Nov 7, 2017",2017,11,7,7:30p,True,CHO,W,False,118,113,6,4,W 3
10,"Wed, Nov 8, 2017",2017,11,8,7:00p,False,ORL,L,False,99,112,6,5,L 1
11,"Sat, Nov 11, 2017",2017,11,11,8:00p,True,SAC,W,False,118,91,7,5,W 1
12,"Mon, Nov 13, 2017",2017,11,13,7:30p,True,CLE,L,False,101,104,7,6,L 1
13,"Wed, Nov 15, 2017",2017,11,15,7:30p,True,UTA,W,False,106,101,8,6,W 1
14,"Fri, Nov 17, 2017",2017,11,17,7:30p,False,TOR,L,False,84,107,8,7,L 1
15,"Mon, Nov 20, 2017",2017,11,20,7:30p,True,LAC,W,False,107,85,9,7,W 1
16,"Wed, Nov 22, 2017",2017,11,22,7:30p,True,TOR,W,False,108,100,10,7,W 2
17,"Fri, Nov 24, 2017",2017,11,24,7:30p,False,ATL,L,False,104,116,10,8,L 1
18,"Sat, Nov 25, 2017",2017,11,25,8:00p,False,HOU,L,False,102,117,10,9,L 2
19,"Mon, Nov 27, 2017",2017,11,27,7:30p,True,POR,L,False,91,103,10,10,L 3
21,"Wed, Nov 29, 2017",2017,11,29,7:30p,True,MIA,W,False,115,86,11,10,W 1
22,"Sun, Dec 3, 2017",2017,12,3,3:30p,True,ORL,L,False,100,105,11,11,L 1
23,"Mon, Dec 4, 2017",2017,12,4,7:00p,False,IND,L,False,97,115,11,12,L 2
24,"Wed, Dec 6, 2017",2017,12,6,7:30p,True,MEM,W,False,99,88,12,12,W 1
25,"Sat, Dec 9, 2017",2017,12,9,8:00p,False,CHI,L,False,102,104,12,13,L 1
26,"Sun, Dec 10, 2017",2017,12,10,7:30p,True,ATL,W,False,111,107,13,13,W 1
27,"Tue, Dec 12, 2017",2017,12,12,7:00p,True,LAL,W,True,113,109,14,13,W 2
28,"Thu, Dec 14, 2017",2017,12,14,7:30p,False,BRK,W,False,111,104,15,13,W 3
29,"Sat, Dec 16, 2017",2017,12,16,7:30p,True,OKC,W,False,111,96,16,13,W 4
30,"Mon, Dec 18, 2017",2017,12,18,7:00p,False,CHO,L,False,91,109,16,14,L 1
31,"Thu, Dec 21, 2017",2017,12,21,8:00p,True,BOS,W,False,102,93,17,14,W 1
32,"Fri, Dec 22, 2017",2017,12,22,7:00p,False,DET,L,False,101,104,17,15,L 1
33,"Mon, Dec 25, 2017",2017,12,25,12:00p,True,PHI,L,False,98,105,17,16,L 2
34,"Wed, Dec 27, 2017",2017,12,27,8:00p,False,CHI,L,False,87,92,17,17,L 3
35,"Thu, Dec 28, 2017",2017,12,28,8:30p,False,SAS,L,False,107,119,17,18,L 4
36,"Sat, Dec 30, 2017",2017,12,30,7:00p,False,NOP,W,False,105,103,18,18,W 1
37,"Tue, Jan 2, 2018",2018,1,2,7:30p,True,SAS,L,False,91,100,18,19,L 1
38,"Wed, Jan 3, 2018",2018,1,3,7:00p,False,WAS,L,False,103,121,18,20,L 2
39,"Fri, Jan 5, 2018",2018,1,5,8:00p,False,MIA,L,True,103,107,18,21,L 3
40,"Sun, Jan 7, 2018",2018,1,7,7:00p,False,DAL,W,False,100,96,19,21,W 1
42,"Wed, Jan 10, 2018",2018,1,10,7:30p,True,CHI,L,True,119,122,19,22,L 1
43,"Fri, Jan 12, 2018",2018,1,12,8:00p,False,MIN,L,False,108,118,19,23,L 2
44,"Sun, Jan 14, 2018",2018,1,14,3:30p,True,NOP,L,True,118,123,19,24,L 3
45,"Mon, Jan 15, 2018",2018,1,15,3:00p,False,BRK,W,False,119,104,20,24,W 1
46,"Wed, Jan 17, 2018",2018,1,17,8:00p,False,MEM,L,False,99,105,20,25,L 1
47,"Fri, Jan 19, 2018",2018,1,19,10:30p,False,UTA,W,False,117,115,21,25,W 1
48,"Sun, Jan 21, 2018",2018,1,21,3:30p,False,LAL,L,False,107,127,21,26,L 1
49,"Tue, Jan 23, 2018",2018,1,23,10:30p,False,GSW,L,False,112,123,21,27,L 2
50,"Thu, Jan 25, 2018",2018,1,25,9:00p,False,DEN,L,False,118,130,21,28,L 3
51,"Fri, Jan 26, 2018",2018,1,26,9:00p,False,PHO,W,False,107,85,22,28,W 1
52,"Tue, Jan 30, 2018",2018,1,30,7:30p,True,BRK,W,False,111,95,23,28,W 2
53,"Wed, Jan 31, 2018",2018,1,31,8:00p,False,BOS,L,False,73,103,23,29,L 1
54,"Fri, Feb 2, 2018",2018,2,2,8:00p,False,MIL,L,False,90,92,23,30,L 2
55,"Sun, Feb 4, 2018",2018,2,4,12:00p,True,ATL,L,False,96,99,23,31,L 3
56,"Tue, Feb 6, 2018",2018,2,6,7:30p,True,MIL,L,False,89,103,23,32,L 4
57,"Thu, Feb 8, 2018",2018,2,8,7:30p,False,TOR,L,False,88,113,23,33,L 5
58,"Sun, Feb 11, 2018",2018,2,11,5:00p,False,IND,L,False,113,121,23,34,L 6
59,"Mon, Feb 12, 2018",2018,2,12,7:00p,False,PHI,L,False,92,108,23,35,L 7
60,"Wed, Feb 14, 2018",2018,2,14,7:30p,True,WAS,L,False,113,118,23,36,L 8
61,"Thu, Feb 22, 2018",2018,2,22,7:00p,False,ORL,W,False,120,113,24,36,W 1
63,"Sat, Feb 24, 2018",2018,2,24,7:30p,True,BOS,L,False,112,121,24,37,L 1
64,"Mon, Feb 26, 2018",2018,2,26,7:30p,True,GSW,L,False,111,125,24,38,L 2
65,"Fri, Mar 2, 2018",2018,3,2,10:30p,False,LAC,L,False,105,128,24,39,L 3
66,"Sun, Mar 4, 2018",2018,3,4,9:00p,False,SAC,L,False,99,102,24,40,L 4
67,"Tue, Mar 6, 2018",2018,3,6,10:00p,False,POR,L,False,87,111,24,41,L 5
68,"Fri, Mar 9, 2018",2018,3,9,8:00p,False,MIL,L,False,112,120,24,42,L 6
69,"Sun, Mar 11, 2018",2018,3,11,1:00p,True,TOR,L,False,106,132,24,43,L 7
70,"Tue, Mar 13, 2018",2018,3,13,7:30p,True,DAL,L,False,97,110,24,44,L 8
71,"Thu, Mar 15, 2018",2018,3,15,7:30p,True,PHI,L,False,110,118,24,45,L 9
72,"Sat, Mar 17, 2018",2018,3,17,7:30p,True,CHO,W,False,124,101,25,45,W 1
73,"Mon, Mar 19, 2018",2018,3,19,7:30p,True,CHI,W,False,110,92,26,45,W 2
74,"Wed, Mar 21, 2018",2018,3,21,7:30p,False,MIA,L,False,98,119,26,46,L 1
75,"Fri, Mar 23, 2018",2018,3,23,7:30p,True,MIN,L,False,104,108,26,47,L 2
76,"Sun, Mar 25, 2018",2018,3,25,6:00p,False,WAS,W,False,101,97,27,47,W 1
77,"Mon, Mar 26, 2018",2018,3,26,7:00p,False,CHO,L,True,128,137,27,48,L 1
78,"Wed, Mar 28, 2018",2018,3,28,7:00p,False,PHI,L,False,101,118,27,49,L 2
79,"Sat, Mar 31, 2018",2018,3,31,5:00p,True,DET,L,False,109,115,27,50,L 3
80,"Tue, Apr 3, 2018",2018,4,3,7:30p,True,ORL,L,False,73,97,27,51,L 4
81,"Fri, Apr 6, 2018",2018,4,6,7:30p,True,MIA,W,False,122,98,28,51,W 1
82,"Sat, Apr 7, 2018",2018,4,7,7:30p,True,MIL,L,False,102,115,28,52,L 1
84,"Mon, Apr 9, 2018",2018,4,9,7:30p,True,CLE,L,False,109,123,28,53,L 2
85,"Wed, Apr 11, 2018",2018,4,11,8:00p,False,CLE,W,False,110,98,29,53,W 1
