,TEAM,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Attend./G,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,opp_G,opp_MP,opp_FG,opp_FGA,opp_FG%,opp_3P,opp_3PA,opp_3P%,opp_2P,opp_2PA,opp_2P%,opp_FT,opp_FTA,opp_FT%,opp_ORB,opp_DRB,opp_TRB,opp_AST,opp_STL,opp_BLK,opp_TOV,opp_PF,opp_PTS
0,CHI_1996,29.9,72.0,10.0,70,12,12.24,-0.44,11.8,115.2,101.8,13.4,91.1,0.291,0.196,0.555,0.517,13.1,36.9,0.217,0.482,16.1,71.1,0.222,,82,19730,44.0,92.0,0.478,7.3,18.0,0.403,36.7,74.0,0.496,20.0,26.8,0.746,16.7,32.2,48.8,27.1,9.9,4.6,15.7,24.1,115.2,82,19730,38.5,85.8,0.448,5.8,16.7,0.35,32.6,69.2,0.472,19.0,26.5,0.717,13.1,28.5,41.6,21.3,7.9,4.2,18.8,24.8,101.8
1,SEA_1996,29.6,64.0,18.0,61,21,7.79,-0.4,7.4,110.3,102.1,8.2,93.8,0.379,0.249,0.574,0.526,16.2,29.7,0.288,0.479,16.7,69.5,0.252,16646.0,82,19780,42.2,86.5,0.488,5.1,13.7,0.372,37.1,72.9,0.509,23.9,31.0,0.768,13.4,32.0,45.4,28.8,9.0,5.6,16.4,27.6,113.3,82,19880,37.0,84.3,0.438,6.9,19.7,0.348,30.1,64.6,0.466,21.3,29.7,0.716,13.8,29.0,42.8,22.8,9.8,5.0,19.5,25.9,102.1
2,UTA_1996,29.5,55.0,27.0,59,23,6.59,-0.34,6.25,113.3,106.1,7.2,90.0,0.359,0.158,0.566,0.517,14.1,31.6,0.276,0.489,15.1,71.7,0.295,19911.0,82,19855,42.2,87.4,0.482,8.2,21.7,0.378,34.0,65.8,0.517,20.3,29.4,0.691,12.7,31.6,44.3,27.4,8.7,5.3,15.3,22.5,112.9,82,19905,38.4,86.9,0.442,6.1,17.6,0.348,32.3,69.3,0.466,20.5,27.7,0.74,12.1,30.2,42.3,23.7,9.2,5.3,15.5,26.0,103.5
3,SAS_1996,29.4,59.0,23.0,58,24,6.3,-0.33,5.98,110.2,103.5,6.7,93.3,0.342,0.2,0.558,0.516,13.6,27.5,0.252,0.472,13.9,70.0,0.216,18752.0,82,19680,42.5,88.5,0.48,6.3,17.9,0.351,36.2,70.6,0.512,20.2,27.0,0.746,13.1,30.4,43.5,27.5,9.5,6.8,15.4,22.5,111.4,82,19830,38.0,86.1,0.442,5.9,17.4,0.337,32.1,68.6,0.468,21.6,29.1,0.74,13.2,32.3,45.5,22.2,8.7,3.7,17.2,23.4,103.5
4,ORL_1996,27.7,60.0,22.0,56,26,5.56,-0.16,5.4,112.9,106.9,6.0,91.8,0.336,0.248,0.562,0.529,13.2,29.0,0.232,0.491,14.0,68.8,0.223,17248.0,82,19880,41.0,87.3,0.47,7.7,20.0,0.384,33.3,67.2,0.495,21.5,27.9,0.77,13.0,29.7,42.8,25.1,7.7,3.7,16.4,23.9,111.2,82,19780,39.2,89.2,0.439,5.7,17.4,0.33,33.5,71.9,0.466,19.3,26.4,0.73,14.4,32.1,46.6,24.0,7.9,5.6,16.3,25.6,103.5
5,LAL_1996,27.1,53.0,29.0,53,29,4.45,-0.24,4.21,111.4,106.6,4.8,92.4,0.306,0.203,0.555,0.515,13.3,30.1,0.228,0.491,14.9,66.8,0.205,17505.0,82,19755,40.5,84.4,0.48,4.9,13.2,0.373,35.6,71.2,0.5,24.8,32.9,0.755,13.7,30.8,44.5,26.1,7.9,4.4,18.2,27.6,110.8,82,19780,36.4,83.9,0.434,5.9,16.5,0.361,30.5,67.5,0.452,25.0,33.3,0.752,13.1,30.8,43.9,21.9,8.8,5.4,17.2,27.0,103.8
6,IND_1996,29.4,52.0,30.0,50,32,3.24,-0.14,3.11,110.8,107.2,3.6,89.3,0.389,0.157,0.56,0.509,15.5,33.0,0.294,0.491,14.7,69.3,0.271,,82,19955,40.8,86.1,0.473,4.2,12.7,0.332,36.5,73.4,0.498,24.6,31.9,0.771,13.0,32.3,45.3,25.8,8.0,4.3,15.6,22.9,110.3,82,19830,39.0,88.0,0.443,7.0,19.0,0.366,32.0,68.9,0.465,20.1,28.1,0.715,13.3,31.3,44.6,23.9,7.7,5.3,15.9,26.0,105.1
7,CLE_1996,27.5,47.0,35.0,49,33,2.59,-0.09,2.49,109.9,106.7,3.2,82.3,0.296,0.264,0.551,0.51,13.7,28.6,0.226,0.506,16.3,70.2,0.242,,82,19880,39.5,82.3,0.48,7.5,20.5,0.364,32.1,61.8,0.519,23.7,31.2,0.76,12.3,31.5,43.8,25.7,11.3,5.1,18.5,25.3,110.3,82,19780,37.0,83.3,0.445,7.4,19.3,0.385,29.6,64.0,0.463,24.5,32.7,0.751,12.6,29.0,41.6,22.1,7.9,5.5,17.3,26.7,106.1
8,DET_1996,26.8,46.0,36.0,49,33,2.5,-0.05,2.45,107.9,105.1,2.8,87.7,0.36,0.221,0.551,0.504,14.6,28.0,0.271,0.483,13.7,71.7,0.229,,82,19780,40.9,85.8,0.477,6.7,17.2,0.392,34.2,68.7,0.498,21.6,29.4,0.736,12.2,33.6,45.8,26.6,8.4,7.0,15.5,23.7,110.2,82,19905,39.9,87.9,0.454,7.2,18.8,0.384,32.7,69.1,0.473,19.6,26.4,0.74,13.6,31.2,44.9,24.9,8.8,6.8,16.8,25.5,106.5
9,POR_1996,28.1,44.0,38.0,48,34,2.35,-0.14,2.21,106.0,103.5,2.5,92.6,0.347,0.203,0.528,0.494,15.2,33.4,0.23,0.478,13.5,73.4,0.236,,82,19830,40.6,88.2,0.46,8.8,23.3,0.377,31.8,64.9,0.49,19.9,26.1,0.763,12.7,30.2,43.0,26.7,9.9,5.0,15.8,24.8,109.9,82,19680,41.2,89.8,0.458,5.8,15.9,0.367,35.3,74.0,0.478,18.4,25.0,0.738,15.1,30.6,45.7,26.5,7.8,6.4,17.6,23.8,106.6
