,TEAM,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Attend./G,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,opp_G,opp_MP,opp_FG,opp_FGA,opp_FG%,opp_3P,opp_3PA,opp_3P%,opp_2P,opp_2PA,opp_2P%,opp_FT,opp_FTA,opp_FT%,opp_ORB,opp_DRB,opp_TRB,opp_AST,opp_STL,opp_BLK,opp_TOV,opp_PF,opp_PTS
0,MIL_2020,29.2,56.0,17.0,57,16,10.08,-0.67,9.41,112.4,102.9,9.5,105.1,0.271,0.428,0.583,0.552,12.9,20.7,0.201,0.489,12.0,81.6,0.178,17711,75,18175,41.5,90.0,0.461,15.1,41.1,0.367,26.4,48.9,0.541,18.5,23.8,0.779,10.5,36.3,46.8,24.6,6.1,4.8,12.7,19.4,116.7,73,17595,36.9,89.0,0.414,13.2,37.3,0.355,23.7,51.8,0.457,15.8,20.1,0.787,9.0,34.4,43.4,22.9,7.0,4.2,13.4,20.6,102.9
1,BOS_2020,25.3,48.0,24.0,50,22,6.31,-0.47,5.83,113.3,107.0,6.3,99.5,0.259,0.386,0.57,0.531,12.2,23.9,0.207,0.509,13.5,77.4,0.215,19090,72,17380,40.7,87.4,0.466,12.2,32.8,0.371,28.5,54.6,0.522,20.4,25.8,0.791,10.4,36.2,46.7,23.2,6.9,4.6,14.3,21.7,113.9,72,17380,37.2,87.0,0.428,12.9,38.3,0.337,24.3,48.7,0.499,17.6,22.9,0.769,10.8,34.6,45.4,25.2,7.1,5.4,16.6,20.1,105.0
2,LAC_2020,27.4,49.0,23.0,50,22,6.44,0.21,6.66,113.9,107.6,6.3,101.5,0.295,0.375,0.577,0.535,12.6,23.5,0.233,0.506,12.2,77.6,0.206,19068,74,17835,41.7,90.2,0.463,12.7,33.7,0.377,29.0,56.4,0.514,17.5,21.8,0.804,10.1,34.7,44.8,20.4,6.2,6.0,12.6,21.5,113.7,71,17090,38.6,86.1,0.448,11.5,33.0,0.349,27.1,53.1,0.51,17.7,22.6,0.781,9.3,32.5,41.7,23.1,8.1,3.7,15.7,21.5,106.3
3,TOR_2020,26.6,53.0,19.0,50,22,6.24,-0.26,5.97,111.1,105.0,6.1,100.9,0.264,0.421,0.574,0.536,13.1,21.3,0.21,0.502,14.6,76.7,0.202,19796,72,17430,41.1,89.3,0.461,12.5,34.4,0.364,28.6,54.8,0.522,18.5,23.1,0.801,10.6,35.3,45.9,22.9,8.2,5.6,13.8,21.5,113.3,72,17430,38.3,86.8,0.441,11.8,34.7,0.34,26.5,52.1,0.508,18.7,24.4,0.767,10.3,33.9,44.2,22.3,7.1,5.5,15.2,20.6,107.0
4,LAL_2020,29.5,52.0,19.0,48,23,5.79,0.49,6.28,112.0,106.3,5.7,100.9,0.276,0.358,0.573,0.542,13.3,24.5,0.201,0.515,14.1,78.8,0.205,18997,73,17745,42.7,90.4,0.473,11.2,31.1,0.359,31.6,59.2,0.533,16.5,21.3,0.777,10.9,33.9,44.9,27.2,8.2,4.7,14.0,20.7,113.1,72,17380,38.7,88.3,0.438,12.0,34.9,0.345,26.7,53.4,0.499,18.2,24.0,0.756,10.5,33.9,44.4,23.2,7.3,4.6,13.8,22.4,107.6
5,DAL_2020,26.1,43.0,32.0,49,26,4.95,-0.07,4.87,116.7,111.7,5.0,99.3,0.264,0.457,0.581,0.545,11.2,23.2,0.206,0.525,10.6,77.7,0.175,20062,72,17380,39.1,86.7,0.451,15.0,43.4,0.345,24.1,43.3,0.557,19.8,25.0,0.791,9.4,33.1,42.4,20.7,8.3,4.9,14.1,20.8,112.9,73,17620,39.7,88.9,0.446,11.5,33.8,0.341,28.2,55.1,0.511,17.1,21.7,0.788,10.4,35.0,45.5,23.2,6.9,4.6,14.7,18.9,108.0
6,MIA_2020,25.9,44.0,29.0,43,30,2.95,-0.35,2.59,112.5,109.5,3.0,98.3,0.299,0.419,0.587,0.547,13.5,20.3,0.234,0.523,12.6,79.5,0.213,19680,73,17745,39.6,84.7,0.468,13.5,35.5,0.379,26.1,49.2,0.532,19.8,25.3,0.783,8.5,36.0,44.5,26.0,7.5,4.6,15.0,20.6,112.5,72,17430,40.9,90.0,0.455,11.3,33.4,0.34,29.6,56.6,0.523,15.6,19.6,0.795,10.5,34.5,45.0,23.1,7.0,4.0,14.3,22.9,108.8
7,HOU_2020,29.2,44.0,28.0,42,30,2.96,0.17,3.13,112.9,110.1,2.8,103.7,0.288,0.501,0.578,0.537,12.6,21.0,0.228,0.529,13.7,75.6,0.197,18077,71,17215,41.6,88.1,0.472,10.5,28.0,0.376,31.0,60.1,0.516,18.7,23.1,0.81,8.9,35.1,44.0,24.3,7.2,5.4,12.4,19.1,112.4,73,17595,40.0,86.4,0.463,10.5,29.6,0.353,29.6,56.8,0.52,18.5,24.6,0.751,8.7,33.4,42.1,22.9,7.0,4.0,13.9,20.6,109.0
8,UTA_2020,27.3,44.0,28.0,42,30,2.47,0.05,2.52,112.3,109.9,2.4,98.6,0.268,0.414,0.585,0.549,13.7,21.6,0.208,0.518,11.1,78.9,0.185,18306,73,17595,41.0,86.1,0.476,13.1,36.9,0.355,27.9,49.3,0.567,17.3,23.4,0.742,9.0,40.0,49.0,24.5,6.8,5.6,14.3,18.6,112.4,73,17745,38.9,87.0,0.448,13.1,37.9,0.347,25.8,49.1,0.525,18.5,23.7,0.783,9.3,33.4,42.7,24.7,7.5,4.2,14.1,21.8,109.5
9,PHI_2020,26.3,43.0,30.0,42,31,2.38,-0.13,2.25,111.3,109.0,2.3,99.0,0.255,0.36,0.566,0.534,12.7,23.9,0.193,0.523,12.5,80.3,0.214,20629,72,17355,40.5,85.9,0.471,13.5,35.6,0.38,27.0,50.4,0.535,17.9,23.0,0.779,9.2,36.1,45.3,22.6,6.1,4.1,15.3,20.6,112.3,73,17570,40.9,87.9,0.465,12.4,34.0,0.364,28.5,53.9,0.529,15.4,20.0,0.771,9.1,36.2,45.4,25.0,7.1,4.7,14.8,19.7,109.5
10,DEN_2020,25.6,46.0,27.0,41,32,2.11,0.24,2.35,113.1,111.0,2.1,97.1,0.235,0.344,0.567,0.535,12.3,24.8,0.183,0.533,12.9,76.8,0.198,19186,71,17090,41.8,87.2,0.48,10.9,31.2,0.349,30.9,56.0,0.552,17.5,24.0,0.729,10.5,34.6,45.2,25.1,8.5,6.5,15.0,20.5,112.0,72,17480,40.3,90.5,0.446,11.9,33.9,0.35,28.5,56.6,0.503,16.9,22.0,0.769,10.4,34.4,44.8,22.1,7.5,5.1,12.4,20.6,109.5
11,IND_2020,25.6,45.0,28.0,41,32,1.96,-0.33,1.63,110.0,108.0,2.0,98.9,0.216,0.317,0.565,0.534,12.0,20.0,0.17,0.511,13.0,76.7,0.192,16531,73,17595,40.5,86.5,0.468,11.2,31.2,0.358,29.3,55.3,0.529,19.5,23.4,0.834,9.6,33.2,42.8,26.7,7.5,3.9,14.5,21.7,111.7,65,15675,39.5,82.4,0.479,11.2,31.6,0.353,28.3,50.8,0.557,19.7,26.0,0.759,10.1,35.3,45.5,25.4,8.1,5.9,18.2,19.1,109.8
12,OKC_2020,25.5,44.0,28.0,41,31,1.99,0.34,2.33,110.8,108.8,2.0,98.8,0.29,0.353,0.573,0.53,12.4,19.3,0.231,0.518,12.6,76.8,0.173,18203,73,17595,41.3,88.4,0.468,11.7,31.8,0.368,29.6,56.6,0.524,17.0,22.6,0.755,10.5,35.2,45.7,26.0,8.1,5.4,14.3,21.1,111.3,72,17355,41.1,90.0,0.457,11.1,31.3,0.353,30.0,58.6,0.512,16.6,21.7,0.767,9.6,33.5,43.1,21.7,7.9,4.6,12.5,21.0,109.9
13,PHO_2020,24.6,34.0,39.0,37,36,0.22,0.35,0.56,111.7,111.4,0.3,101.3,0.271,0.361,0.576,0.532,13.0,22.2,0.226,0.539,13.7,78.8,0.221,15606,72,17380,39.6,86.6,0.458,13.6,36.4,0.374,26.0,50.2,0.519,18.2,22.9,0.796,9.4,35.3,44.7,24.9,8.7,4.9,14.6,21.3,111.1,72,17380,40.5,87.7,0.462,11.7,33.6,0.349,28.8,54.1,0.532,17.3,22.7,0.761,10.7,35.2,45.9,24.2,7.7,4.7,15.5,20.2,110.1
14,BRK_2020,26.3,35.0,37.0,35,37,-0.57,-0.44,-1.01,108.9,109.5,-0.6,101.4,0.267,0.423,0.554,0.52,13.1,23.2,0.199,0.511,11.0,77.8,0.187,16403,72,17355,40.3,88.1,0.457,11.6,31.6,0.368,28.6,56.6,0.506,18.8,23.8,0.788,9.9,30.9,40.8,24.3,7.7,4.2,13.7,22.0,110.9,73,17570,39.4,87.6,0.45,12.5,34.3,0.365,26.9,53.3,0.504,19.0,24.3,0.782,10.0,33.5,43.5,24.1,7.8,5.1,14.3,19.6,110.3
15,ORL_2020,26.1,33.0,40.0,34,39,-1.01,0.09,-0.93,108.5,109.5,-1.0,98.6,0.256,0.364,0.544,0.506,11.5,22.3,0.198,0.535,13.2,79.1,0.176,17093,72,17430,40.1,85.8,0.468,10.7,30.3,0.355,29.4,55.6,0.529,19.8,24.9,0.796,8.3,34.8,43.0,21.8,7.7,4.9,13.7,19.4,110.8,73,17745,40.7,87.9,0.463,12.3,34.4,0.358,28.3,53.4,0.53,17.4,22.9,0.759,10.2,33.1,43.4,25.8,7.3,4.5,14.5,20.8,111.0
16,SAS_2020,27.6,32.0,39.0,33,38,-1.11,0.46,-0.65,112.4,113.5,-1.1,100.5,0.262,0.318,0.572,0.531,11.2,20.1,0.212,0.542,11.7,79.2,0.193,18351,72,17430,40.7,87.6,0.465,13.0,35.3,0.37,27.6,52.3,0.528,16.3,22.4,0.729,10.6,33.9,44.4,25.6,7.2,4.8,15.7,20.2,110.7,73,17595,40.5,85.9,0.472,11.4,31.4,0.363,29.1,54.4,0.535,19.0,24.1,0.788,8.9,33.6,42.6,23.2,7.8,5.4,15.3,22.3,111.4
17,MEM_2020,24.1,34.0,39.0,34,39,-1.07,0.16,-0.91,109.2,110.3,-1.1,102.8,0.24,0.346,0.561,0.528,13.2,23.0,0.183,0.521,12.7,77.8,0.217,15857,72,17455,40.9,88.4,0.462,12.7,34.9,0.364,28.2,53.5,0.527,15.7,20.3,0.77,9.7,33.0,42.6,23.8,7.7,4.1,14.5,22.2,110.2,75,18175,41.8,91.3,0.458,12.2,34.8,0.351,29.6,56.5,0.523,16.0,21.0,0.76,10.4,34.9,45.3,23.9,7.0,4.1,11.9,21.3,111.7
18,POR_2020,27.5,35.0,39.0,34,40,-1.15,0.54,-0.61,113.7,114.8,-1.1,100.7,0.242,0.374,0.57,0.533,11.2,22.4,0.194,0.53,11.2,75.3,0.208,19634,73,17620,42.3,88.9,0.476,10.2,28.2,0.363,32.1,60.7,0.529,15.1,19.2,0.787,8.8,34.3,43.0,26.0,7.5,5.2,13.3,19.9,110.0,72,17430,40.8,87.8,0.465,11.7,32.4,0.361,29.2,55.4,0.526,18.6,23.6,0.789,9.6,33.2,42.8,23.4,8.2,4.6,13.9,20.2,111.9
19,NOP_2020,25.4,30.0,42.0,33,39,-1.29,0.74,-0.55,110.7,111.9,-1.2,103.7,0.256,0.403,0.568,0.539,13.9,24.2,0.186,0.532,12.4,77.8,0.212,16505,73,17570,41.3,88.1,0.468,10.6,30.5,0.347,30.7,57.6,0.532,16.1,21.1,0.763,10.0,35.1,45.1,26.1,7.7,5.3,14.8,20.5,109.2,64,15560,41.2,86.3,0.477,11.0,30.4,0.363,30.1,55.9,0.539,18.8,24.1,0.783,9.7,35.5,45.2,23.3,7.4,5.3,14.8,20.6,112.2
20,SAC_2020,27.0,31.0,41.0,31,41,-2.04,0.46,-1.59,110.2,112.2,-2.0,98.9,0.23,0.395,0.566,0.534,13.0,21.9,0.177,0.543,13.6,78.4,0.225,16796,66,15965,40.0,87.2,0.459,12.2,33.2,0.367,27.8,53.9,0.515,16.9,22.7,0.743,9.9,32.5,42.4,24.5,7.5,4.6,15.5,20.0,109.0,72,17455,40.3,85.6,0.471,12.4,34.8,0.357,27.9,50.8,0.549,19.2,24.3,0.79,9.1,34.5,43.6,24.9,7.7,4.2,15.2,19.5,112.2
21,CHI_2020,24.4,22.0,43.0,26,39,-3.08,-0.93,-4.0,106.7,109.8,-3.1,99.7,0.231,0.396,0.547,0.515,13.7,22.8,0.175,0.546,16.3,75.6,0.239,18804,72,17480,39.4,88.0,0.448,12.7,37.2,0.343,26.6,50.8,0.524,17.5,23.4,0.745,10.4,36.3,46.7,23.8,6.3,4.4,14.9,20.4,108.9,66,15965,42.6,88.8,0.48,10.9,30.1,0.361,31.8,58.7,0.541,16.5,21.2,0.777,10.3,34.0,44.2,25.0,8.4,5.7,14.2,20.1,112.7
22,DET_2020,25.9,20.0,46.0,26,40,-3.56,-0.82,-4.38,109.0,112.7,-3.7,97.6,0.261,0.381,0.561,0.529,13.8,22.6,0.194,0.541,12.7,75.9,0.186,15294,73,17570,39.8,89.6,0.444,11.2,32.6,0.343,28.6,57.0,0.502,17.8,22.9,0.774,10.4,34.6,45.0,24.2,8.3,5.5,13.0,18.5,108.5,66,15965,40.1,86.6,0.463,13.4,35.1,0.381,26.7,51.5,0.52,19.4,25.9,0.749,9.6,34.8,44.5,24.5,7.2,5.1,13.8,19.9,113.0
23,MIN_2020,24.8,19.0,45.0,24,40,-4.3,0.28,-4.02,108.1,112.2,-4.1,103.4,0.277,0.433,0.551,0.514,13.0,22.1,0.209,0.541,13.2,77.2,0.218,15066,64,15560,38.6,87.5,0.441,12.7,37.9,0.336,25.9,49.6,0.521,18.2,24.2,0.753,10.1,32.7,42.8,22.7,8.3,5.4,14.6,20.4,108.1,65,15750,43.1,90.5,0.476,12.8,36.2,0.352,30.3,54.2,0.558,14.4,19.0,0.758,11.3,36.2,47.5,27.5,8.3,5.2,14.9,21.3,113.3
24,WAS_2020,25.1,25.0,47.0,26,46,-4.67,-0.57,-5.24,110.9,115.5,-4.6,102.7,0.27,0.358,0.562,0.523,12.2,22.2,0.213,0.558,13.9,75.3,0.231,16647,65,15725,40.5,88.4,0.458,11.2,32.0,0.351,29.3,56.4,0.519,15.2,20.0,0.758,10.9,33.6,44.5,23.2,6.9,3.3,16.6,18.4,107.5,71,17215,41.7,88.9,0.469,12.9,34.6,0.373,28.8,54.3,0.53,17.2,22.1,0.777,9.2,35.4,44.6,25.3,6.7,4.3,13.0,19.8,113.5
25,NYK_2020,24.5,21.0,45.0,20,46,-6.45,-0.26,-6.72,106.5,113.0,-6.5,98.6,0.263,0.318,0.531,0.501,12.6,25.8,0.182,0.541,12.4,78.3,0.224,18812,67,16280,39.0,86.8,0.449,11.5,34.6,0.333,27.4,52.2,0.525,17.7,22.4,0.79,9.5,32.0,41.5,23.0,7.5,4.9,15.5,22.2,107.2,65,15725,41.7,87.6,0.476,13.4,34.4,0.389,28.4,53.2,0.533,16.9,21.6,0.783,10.1,35.9,46.0,25.8,8.2,4.9,15.5,19.9,113.8
26,CHO_2020,24.3,23.0,42.0,19,46,-6.75,-0.28,-7.03,106.3,113.3,-7.0,95.8,0.252,0.399,0.539,0.504,13.3,23.9,0.188,0.546,13.1,74.4,0.159,15428,65,15675,39.5,88.5,0.447,12.2,35.1,0.348,27.3,53.5,0.511,15.5,20.5,0.755,10.4,31.4,41.8,23.2,10.0,4.1,15.4,21.8,106.7,74,17835,41.3,90.6,0.456,13.4,35.0,0.383,27.9,55.6,0.501,18.8,24.4,0.771,11.4,35.0,46.3,24.6,6.7,4.9,12.7,19.9,114.8
27,ATL_2020,24.1,20.0,47.0,18,49,-7.97,0.27,-7.71,107.2,114.8,-7.6,103.0,0.258,0.398,0.554,0.515,13.8,21.6,0.204,0.543,12.7,74.9,0.233,16043,66,15965,40.2,89.9,0.447,9.6,28.5,0.337,30.6,61.4,0.499,16.4,23.6,0.694,12.1,34.7,46.8,22.2,7.7,4.8,14.4,22.3,106.5,67,16280,41.5,87.0,0.478,11.4,31.4,0.363,30.1,55.6,0.542,20.3,26.3,0.772,10.7,34.4,45.1,24.0,8.6,6.1,14.4,20.1,114.8
28,CLE_2020,25.0,19.0,46.0,18,47,-7.89,0.12,-7.77,107.5,115.4,-7.9,98.7,0.227,0.362,0.553,0.522,14.6,24.6,0.172,0.56,11.7,77.4,0.164,17861,65,15750,38.6,88.8,0.434,12.5,35.5,0.352,26.1,53.4,0.489,16.7,22.4,0.748,11.4,32.9,44.2,24.6,6.8,4.3,15.1,19.5,106.3,65,15725,44.1,89.9,0.491,12.4,33.2,0.375,31.7,56.7,0.558,14.8,19.3,0.767,9.8,33.3,43.1,26.3,9.5,6.4,13.1,19.8,115.4
29,GSW_2020,24.4,15.0,50.0,16,49,-8.71,0.59,-8.12,105.2,113.8,-8.6,100.3,0.264,0.355,0.54,0.497,13.2,21.5,0.212,0.553,13.7,76.4,0.193,18064,65,15725,38.2,87.2,0.438,10.3,30.9,0.334,27.9,56.3,0.495,18.5,23.0,0.803,9.8,32.5,42.4,25.3,8.1,4.5,14.7,19.8,105.2,72,17355,41.8,85.7,0.488,12.1,32.1,0.376,29.7,53.6,0.555,19.8,25.5,0.778,10.1,34.6,44.8,24.4,7.3,4.9,15.7,21.6,115.5
