,TEAM,PLAYOFF_WINS
0,CHI_1991,15.0
1,UTA_1991,4.0
2,POR_1991,9.0
3,BOS_1991,5.0
4,LAL_1991,12.0
5,IND_1991,2.0
6,DET_1991,7.0
7,PHI_1991,4.0
8,GSW_1991,4.0
9,SEA_1991,2.0
10,SAS_1991,1.0
11,HOU_1991,0.0
12,ATL_1991,2.0
13,MIL_1991,0.0
14,PHO_1991,1.0
15,NYK_1991,0.0
