,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,6,Nickeil Alexander-Walker,SG,6-6,205,1998-09-02,CA,2,Virginia Tech
1,15,Jose Alvarado,PG,6-0,179,1998-04-12,US,R,Georgia Tech
2,12,Gary Clark,PF,6-6,225,1994-11-16,US,3,Cincinnati
3,4,Devonte' Graham,PG,6-1,195,1995-02-22,US,3,Kansas
4,2,Jared Harper,PG,5-10,175,1997-09-14,US,2,Auburn
5,3,Josh Hart,SG,6-5,215,1995-03-06,US,4,Villanova
6,10,Jaxson Hayes,C,6-11,220,2000-05-23,US,2,Texas
7,9,Willy Hernangómez,C,6-11,250,1994-05-27,ES,5,
8,14,Brandon Ingram,SF,6-8,190,1997-09-02,US,5,Duke
9,24,Alize Johnson,PF,6-7,212,1996-04-22,US,3,Missouri State
10,5,Herbert Jones,PF,6-8,210,1998-10-06,US,R,Alabama
11,13,Kira Lewis Jr.,PG,6-1,170,2001-04-06,US,1,Alabama
12,0,Didi Louzada,SF,6-5,188,1999-02-07,BR,1,
13,8,Naji Marshall,SF,6-7,220,1998-01-24,US,1,Xavier
14,3,CJ McCollum,SG,6-3,190,1991-09-19,US,8,Lehigh
15,25,Trey Murphy III,SF,6-9,206,2000-06-18,US,R,"Rice University, Virginia"
16,22,Larry Nance Jr.,PF,6-7,245,1993-01-01,US,6,Wyoming
17,31,Tomáš Satoranský,SG,6-7,210,1991-10-30,CZ,5,
18,21,Tony Snell,SG,6-6,213,1991-11-10,US,8,New Mexico
19,41,Garrett Temple,SG,6-5,195,1986-05-08,US,11,LSU
20,17,Jonas Valančiūnas,C,6-11,265,1992-05-06,LT,9,
21,6,Tyrone Wallace,SG,6-5,198,1994-06-10,US,3,California
