,TEAM,PLAYOFF_WINS
0,LAL_2002,15.0
1,SAS_2002,4.0
2,BOS_2002,9.0
3,SAC_2002,10.0
4,DAL_2002,4.0
5,IND_2002,2.0
6,CHO_2002,4.0
7,NJN_2002,11.0
8,DET_2002,4.0
9,UTA_2002,1.0
10,TOR_2002,2.0
11,ORL_2002,1.0
12,POR_2002,0.0
13,PHI_2002,2.0
14,MIN_2002,0.0
15,SEA_2002,2.0
