,DATE,YEAR,MONTH,DAY,START_ET,HOME,OPPONENT,OUTCOME,OVERTIME,POINTS_SCORED,OPPONENT_POINTS,CUMULATIVE_W,CUMULATIVE_L,STREAK
0,"Tue, Aug 18, 2020",2020,8,18,9:00p,True,POR,L,False,93,100,0,1,L 1
1,"Thu, Aug 20, 2020",2020,8,20,9:00p,True,POR,W,False,111,88,1,1,W 1
2,"Sat, Aug 22, 2020",2020,8,22,8:30p,False,POR,W,False,116,108,2,1,W 2
3,"Mon, Aug 24, 2020",2020,8,24,9:00p,False,POR,W,False,135,115,3,1,W 3
4,"Sat, Aug 29, 2020",2020,8,29,9:00p,True,POR,W,False,131,122,4,1,W 4
6,"Fri, Sep 4, 2020",2020,9,4,9:00p,True,HOU,L,False,97,112,4,2,L 1
7,"Sun, Sep 6, 2020",2020,9,6,8:30p,True,HOU,W,False,117,109,5,2,W 1
8,"Tue, Sep 8, 2020",2020,9,8,9:00p,False,HOU,W,False,112,102,6,2,W 2
9,"Thu, Sep 10, 2020",2020,9,10,7:00p,False,HOU,W,False,110,100,7,2,W 3
10,"Sat, Sep 12, 2020",2020,9,12,8:00p,True,HOU,W,False,119,96,8,2,W 4
12,"Fri, Sep 18, 2020",2020,9,18,9:00p,True,DEN,W,False,126,114,9,2,W 5
13,"Sun, Sep 20, 2020",2020,9,20,7:30p,True,DEN,W,False,105,103,10,2,W 6
14,"Tue, Sep 22, 2020",2020,9,22,9:00p,False,DEN,L,False,106,114,10,3,L 1
15,"Thu, Sep 24, 2020",2020,9,24,9:00p,False,DEN,W,False,114,108,11,3,W 1
16,"Sat, Sep 26, 2020",2020,9,26,9:00p,True,DEN,W,False,117,107,12,3,W 2
18,"Wed, Sep 30, 2020",2020,9,30,9:00p,True,MIA,W,False,116,98,13,3,W 3
19,"Fri, Oct 2, 2020",2020,10,2,9:00p,True,MIA,W,False,124,114,14,3,W 4
20,"Sun, Oct 4, 2020",2020,10,4,7:30p,False,MIA,L,False,104,115,14,4,L 1
21,"Tue, Oct 6, 2020",2020,10,6,9:00p,False,MIA,W,False,102,96,15,4,W 1
22,"Fri, Oct 9, 2020",2020,10,9,9:00p,True,MIA,L,False,108,111,15,5,L 1
23,"Sun, Oct 11, 2020",2020,10,11,7:30p,False,MIA,W,False,106,93,16,5,W 1
