,DATE,YEAR,MONTH,DAY,START_ET,HOME,OPPONENT,OUTCOME,OVERTIME,POINTS_SCORED,OPPONENT_POINTS,CUMULATIVE_W,CUMULATIVE_L,STREAK
0,"Sun, Apr 15, 2018",2018,4,15,6:30p,False,OKC,L,False,108,116,0,1,L 1
1,"Wed, Apr 18, 2018",2018,4,18,8:00p,False,OKC,W,False,102,95,1,1,W 1
2,"Sat, Apr 21, 2018",2018,4,21,10:00p,True,OKC,W,False,115,102,2,1,W 2
3,"Mon, Apr 23, 2018",2018,4,23,10:30p,True,OKC,W,False,113,96,3,1,W 3
4,"Wed, Apr 25, 2018",2018,4,25,9:30p,False,OKC,L,False,99,107,3,2,L 1
5,"Fri, Apr 27, 2018",2018,4,27,10:30p,True,OKC,W,False,96,91,4,2,W 1
7,"Sun, Apr 29, 2018",2018,4,29,3:30p,False,HOU,L,False,96,110,4,3,L 1
8,"Wed, May 2, 2018",2018,5,2,8:00p,False,HOU,W,False,116,108,5,3,W 1
9,"Fri, May 4, 2018",2018,5,4,10:30p,True,HOU,L,False,92,113,5,4,L 1
10,"Sun, May 6, 2018",2018,5,6,8:00p,True,HOU,L,False,87,100,5,5,L 2
11,"Tue, May 8, 2018",2018,5,8,8:00p,False,HOU,L,False,102,112,5,6,L 3
