,TEAM,PLAYOFF_WINS
0,SAS_2003,16.0
1,NJN_2003,14.0
2,SAC_2003,7.0
3,POR_2003,3.0
4,DET_2003,8.0
5,PHI_2003,6.0
6,LAL_2003,6.0
7,DAL_2003,10.0
8,BOS_2003,4.0
9,NOH_2003,2.0
10,MIL_2003,2.0
11,PHO_2003,2.0
12,IND_2003,2.0
13,MIN_2003,2.0
14,ORL_2003,3.0
15,UTA_2003,1.0
