,TEAM,PLAYOFF_WINS
0,DAL_2011,16.0
1,CHI_2011,9.0
2,MIA_2011,14.0
3,ORL_2011,2.0
4,OKC_2011,9.0
5,BOS_2011,5.0
6,MEM_2011,7.0
7,LAL_2011,4.0
8,SAS_2011,2.0
9,ATL_2011,6.0
10,DEN_2011,1.0
11,POR_2011,2.0
12,IND_2011,1.0
13,NOH_2011,2.0
14,PHI_2011,1.0
15,NYK_2011,0.0
