,TEAM,PLAYOFF_WINS
0,POR_2000,10.0
1,MIA_2000,6.0
2,IND_2000,13.0
3,LAL_2000,15.0
4,MIL_2000,2.0
5,NYK_2000,9.0
6,SEA_2000,2.0
7,SAS_2000,1.0
8,PHI_2000,5.0
9,MIN_2000,1.0
10,CHO_2000,1.0
11,PHO_2000,4.0
12,TOR_2000,0.0
13,UTA_2000,4.0
14,SAC_2000,2.0
15,DET_2000,0.0
