,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,31,Jarrett Allen,C,6-11,243,1998-04-21,US,4,Texas
1,1,Justin Anderson,SF,6-6,230,1993-11-19,US,5,Virginia
2,6,Moses Brown,C,7-2,245,1999-10-13,US,2,UCLA
3,21,Ed Davis,C,6-9,218,1989-06-05,US,11,UNC
4,99,Tacko Fall,C,7-6,311,1995-12-10,SN,2,Central Florida
5,12,Tim Frazier,PG,6-0,170,1990-11-01,US,7,Penn State
6,10,Darius Garland,PG,6-1,192,2000-01-26,US,2,Vanderbilt
7,"00, 26",Brandon Goodwin,PG,6-0,180,1995-10-02,US,3,"Central Florida, Florida Gulf Coast"
8,12,Luke Kornet,C,7-2,250,1995-07-15,US,4,Vanderbilt
9,3,Caris LeVert,SG,6-6,205,1994-08-25,US,5,Michigan
10,0,Kevin Love,C,6-8,251,1988-09-07,US,13,UCLA
11,24,Lauri Markkanen,SF,7-0,240,1997-05-22,FI,4,Arizona
12,4,Evan Mobley,PF,7-0,215,2001-06-18,US,R,USC
13,5,RJ Nembhard Jr.,SG,6-5,200,1999-03-22,US,R,TCU
14,14,Malik Newman,PG,6-3,190,1997-02-21,US,1,"Mississippi State, Kansas"
15,35,Isaac Okoro,SF,6-5,225,2001-01-26,US,1,Auburn
16,16,Cedi Osman,SF,6-7,230,1995-04-08,MK,4,
17,6,Kevin Pangos,PG,6-2,179,1993-01-26,CA,R,Gonzaga
18,1,Rajon Rondo,PG,6-1,180,1986-02-22,US,15,Kentucky
19,3,Ricky Rubio,PG,6-2,190,1990-10-21,ES,10,
20,15,Tre Scott,SF,6-8,225,1996-11-25,US,R,Cincinnati
21,2,Collin Sexton,SG,6-1,190,1999-01-04,US,3,Alabama
22,8,Lamar Stevens,PF,6-6,230,1997-07-09,US,1,Penn State
23,45,Denzel Valentine,SG,6-4,220,1993-11-16,US,4,Michigan State
24,32,Dean Wade,PF,6-9,228,1996-11-20,US,2,Kansas State
25,9,Dylan Windler,SF,6-6,196,1996-09-22,US,1,Belmont
