,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,33.0,Tre Jones,PG,6-1,185,2000-01-08,US,2,Duke
1,31.0,Keita Bates-Diop,SF,6-8,229,1996-01-23,US,4,Ohio State
2,22.0,Malaki Branham,SF,6-5,180,2003-05-12,US,R,Ohio State
3,17.0,Doug McDermott,SF,6-7,225,1992-01-03,US,8,Creighton
4,3.0,Keldon Johnson,SF,6-5,220,1999-10-11,US,3,Kentucky
5,23.0,Zach Collins,C,6-11,250,1997-11-19,US,4,Gonzaga
6,10.0,Jeremy Sochan,PF,6-9,230,2003-05-20,US,R,Baylor
7,35.0,Romeo Langford,SG,6-4,216,1999-10-25,US,3,Indiana
8,24.0,Devin Vassell,SG,6-5,200,2000-08-23,US,2,Florida State
9,14.0,Blake Wesley,SG,6-5,185,2003-03-16,US,R,Notre Dame
10,28.0,Charles Bassey,C,6-11,235,2000-10-28,NG,1,Western Kentucky
11,41.0,Gorgui Dieng,C,6-10,252,1990-01-18,SN,9,Louisville
12,26.0,Dominick Barlow (TW),SF,6-9,221,2003-05-26,US,R,
13,4.0,Devonte' Graham,PG,6-1,195,1995-02-22,US,4,Kansas
14,54.0,Sandro Mamukelashvili,C,6-11,240,1999-05-23,US,1,Seton Hall
15,30.0,Julian Champagnie (TW),SF,6-8,220,2001-06-29,US,R,St. John's
16,,Khem Birch,C,6-9,233,1992-09-28,CA,5,"Pitt, UNLV"
