,TEAM,PLAYOFF_WINS
0,PHO_2007,6.0
1,SAS_2007,16.0
2,DET_2007,10.0
3,CLE_2007,12.0
4,NJN_2007,6.0
5,GSW_2007,5.0
6,CHI_2007,6.0
7,UTA_2007,9.0
8,HOU_2007,3.0
9,TOR_2007,2.0
10,DEN_2007,1.0
11,DAL_2007,2.0
12,WAS_2007,0.0
13,ORL_2007,0.0
14,LAL_2007,1.0
15,MIA_2007,0.0
