,TEAM,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Attend./G,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,opp_G,opp_MP,opp_FG,opp_FGA,opp_FG%,opp_3P,opp_3PA,opp_3P%,opp_2P,opp_2PA,opp_2P%,opp_FT,opp_FTA,opp_FT%,opp_ORB,opp_DRB,opp_TRB,opp_AST,opp_STL,opp_BLK,opp_TOV,opp_PF,opp_PTS
0,BOS_2008,27.9,66.0,16.0,67,15,10.26,-0.95,9.3,110.2,98.9,11.3,90.9,0.346,0.249,0.569,0.522,14.7,26.6,0.267,0.457,15.2,74.4,0.253,18624,82,19705,42.9,86.1,0.497,5.3,14.3,0.372,37.5,71.8,0.522,22.8,30.0,0.759,12.3,31.5,43.8,28.3,9.4,4.6,15.7,25.7,113.8,82,19755,35.5,84.7,0.419,6.5,20.5,0.316,29.0,64.2,0.452,21.4,28.9,0.743,12.0,30.6,42.6,20.6,7.9,5.2,17.5,24.3,98.9
1,DET_2008,28.3,59.0,23.0,62,20,7.39,-0.72,6.67,111.4,102.9,8.5,87.3,0.3,0.203,0.539,0.495,11.4,29.4,0.23,0.47,13.4,73.7,0.244,22076,82,19780,42.6,85.1,0.5,8.7,22.1,0.393,33.9,63.0,0.538,19.4,24.8,0.783,9.0,33.7,42.7,27.5,6.7,6.5,14.9,20.5,113.3,82,19730,38.4,88.8,0.433,5.8,16.0,0.365,32.6,72.8,0.447,19.0,25.7,0.737,12.0,32.9,44.9,20.8,8.4,5.1,14.7,21.7,101.6
2,LAL_2008,26.7,57.0,25.0,59,23,7.26,0.09,7.34,113.0,105.5,7.5,95.6,0.333,0.257,0.57,0.525,12.9,26.3,0.256,0.485,12.9,73.4,0.214,18997,82,19780,41.2,86.5,0.476,8.4,22.2,0.378,32.8,64.3,0.51,22.2,28.8,0.769,11.4,34.6,45.9,25.4,8.3,5.6,14.7,21.5,113.0,82,19730,39.2,88.1,0.444,5.8,16.8,0.342,33.4,71.3,0.468,17.7,23.4,0.756,10.6,34.6,45.3,20.4,7.8,4.9,14.5,22.3,101.8
3,UTA_2008,25.3,54.0,28.0,59,23,6.88,-0.01,6.86,113.8,106.5,7.3,93.2,0.349,0.166,0.573,0.528,13.6,29.5,0.265,0.501,15.0,74.1,0.294,19908,82,19780,41.8,90.9,0.459,9.3,26.8,0.348,32.4,64.1,0.506,18.9,25.1,0.752,12.8,30.6,43.5,22.5,9.1,4.6,13.3,23.0,111.8,82,19730,38.0,86.9,0.437,5.7,17.2,0.332,32.3,69.7,0.463,21.2,28.5,0.744,12.1,32.7,44.7,21.8,6.6,4.4,15.4,22.5,102.9
4,ORL_2008,26.7,52.0,30.0,56,26,5.46,-0.68,4.79,111.3,105.5,5.8,93.4,0.355,0.322,0.575,0.537,13.6,23.4,0.256,0.484,12.3,74.8,0.217,17301,82,19805,42.7,91.6,0.466,8.5,21.9,0.389,34.2,69.8,0.49,17.7,23.0,0.769,12.6,33.6,46.3,24.1,8.6,4.3,13.1,20.6,111.5,82,19780,39.7,89.1,0.445,7.0,19.4,0.362,32.7,69.7,0.469,19.1,25.3,0.752,12.5,32.0,44.5,22.8,8.0,4.7,14.8,23.5,105.5
5,NOH_2008,27.1,56.0,26.0,56,26,5.28,0.18,5.46,111.5,105.7,5.8,89.9,0.251,0.239,0.548,0.512,11.4,27.0,0.193,0.501,13.5,75.4,0.184,14181,82,19730,41.8,91.3,0.458,6.8,18.5,0.366,35.0,72.7,0.481,21.0,27.4,0.767,13.6,33.8,47.3,25.5,8.1,6.6,13.3,23.5,111.4,82,19780,39.7,89.1,0.446,6.7,18.7,0.358,33.0,70.4,0.469,19.3,25.7,0.754,11.7,32.7,44.4,22.9,7.6,4.5,14.0,24.7,105.5
6,SAS_2008,31.4,56.0,26.0,55,27,4.79,0.31,5.1,107.2,101.8,5.4,88.8,0.276,0.251,0.543,0.504,12.6,23.4,0.21,0.477,12.8,77.1,0.201,18565,82,19780,39.7,83.8,0.474,10.4,27.0,0.386,29.3,56.8,0.516,21.4,29.7,0.721,10.0,34.8,44.8,22.2,6.8,4.3,15.2,21.9,111.3,82,19805,41.0,89.0,0.46,7.3,20.9,0.351,33.6,68.1,0.494,16.4,21.3,0.771,11.0,34.1,45.1,24.0,6.3,4.5,15.3,21.2,105.7
7,HOU_2008,28.3,55.0,27.0,55,27,4.68,0.15,4.83,106.8,101.6,5.2,90.4,0.276,0.255,0.528,0.492,13.0,29.1,0.2,0.465,12.8,74.8,0.214,17525,82,19730,40.8,87.9,0.464,6.7,18.9,0.352,34.1,69.0,0.495,22.8,28.0,0.814,11.9,35.7,47.6,23.2,6.6,5.4,14.0,24.1,111.1,82,19755,40.3,87.4,0.461,7.5,20.8,0.36,32.8,66.6,0.493,17.9,23.2,0.772,12.4,30.8,43.2,25.6,7.4,5.6,17.3,22.9,106.0
8,PHO_2008,29.3,55.0,27.0,54,28,5.05,0.09,5.14,113.3,108.1,5.2,96.7,0.292,0.26,0.59,0.551,13.4,22.4,0.228,0.488,11.8,70.9,0.191,18422,82,19755,39.9,84.0,0.475,8.0,20.9,0.381,31.9,63.1,0.506,22.4,29.1,0.771,11.1,34.9,46.0,24.5,9.3,5.1,16.6,24.9,110.2,82,19730,39.2,88.4,0.443,5.5,15.8,0.349,33.7,72.6,0.463,22.2,29.3,0.76,11.9,32.6,44.5,20.9,7.2,4.8,13.5,23.5,106.1
9,DAL_2008,28.9,51.0,31.0,54,28,4.54,0.16,4.7,111.1,106.1,5.0,90.2,0.318,0.215,0.554,0.502,12.3,26.7,0.259,0.474,11.7,75.0,0.252,20286,82,19830,42.2,90.2,0.468,7.7,19.6,0.392,34.6,70.6,0.489,18.1,22.2,0.812,10.6,33.5,44.1,26.2,7.6,4.5,12.9,21.4,110.2,82,19855,40.4,88.5,0.457,7.5,20.7,0.363,32.9,67.8,0.485,17.9,24.6,0.73,12.6,32.5,45.1,25.5,7.8,4.8,16.3,23.6,106.3
