,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,14,D.J. Augustin,PG,5-11,183,1987-11-10,US,10,Texas
1,5,Mo Bamba,C,7-0,231,1998-05-12,US,R,Texas
2,24,Khem Birch,C,6-9,233,1992-09-28,CA,1,"Pitt, UNLV"
3,13,Isaiah Briscoe,PG,6-3,215,1996-04-13,US,R,Kentucky
4,7,Michael Carter-Williams,PG,6-5,190,1991-10-10,US,5,Syracuse
5,3,Troy Caupain,PG,6-4,210,1995-11-29,US,R,Cincinnati
6,10,Evan Fournier,SG,6-7,205,1992-10-29,FR,6,
7,35,Melvin Frazier,SG,6-5,215,1996-08-30,US,R,Tulane
8,0,Aaron Gordon,PF,6-8,235,1995-09-16,US,4,Arizona
9,22,Jerian Grant,PG,6-4,205,1992-10-09,US,3,Notre Dame
10,1,Jonathan Isaac,PF,6-11,230,1997-10-03,US,1,Florida State
11,25,Wes Iwundu,SF,6-6,195,1994-12-20,US,1,Kansas State
12,11,Amile Jefferson,PF,6-9,222,1993-05-07,US,R,Duke
13,2,Jarell Martin,PF,6-10,239,1994-05-24,US,3,LSU
14,31,Terrence Ross,SG,6-6,206,1991-02-05,US,6,Washington
15,17,Jonathon Simmons,SG,6-6,195,1989-09-14,US,3,Houston
16,9,Nikola Vučević,C,6-10,260,1990-10-24,CH,7,USC
