,TEAM,PLAYOFF_WINS
0,PHI_2021,7.0
1,BRK_2021,7.0
2,MIL_2021,16.0
3,PHO_2021,14.0
4,LAC_2021,10.0
5,UTA_2021,6.0
6,POR_2021,2.0
7,ATL_2021,10.0
8,DAL_2021,3.0
9,DEN_2021,4.0
10,LAL_2021,2.0
11,NYK_2021,1.0
12,MEM_2021,1.0
13,BOS_2021,1.0
14,WAS_2021,1.0
15,MIA_2021,0.0
