,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,24.0,Walker Kessler,C,7-1,245,2001-07-26,US,R,"UNC, Auburn"
1,41.0,Kelly Olynyk,C,6-11,240,1991-04-19,CA,9,Gonzaga
2,23.0,Lauri Markkanen,SF,7-0,240,1997-05-22,FI,5,Arizona
3,0.0,Talen Horton-Tucker,SG,6-4,234,2000-11-25,US,3,Iowa State
4,0.0,Jordan Clarkson,SG,6-4,194,1992-06-07,US,8,"Tulsa, Missouri"
5,30.0,Ochai Agbaji,SG,6-5,215,2000-04-20,US,R,Kansas
6,22.0,Rudy Gay,PF,6-8,250,1986-08-17,US,16,UConn
7,16.0,Simone Fontecchio,SF,6-8,209,1995-12-09,IT,R,
8,2.0,Collin Sexton,SG,6-1,190,1999-01-04,US,4,Alabama
9,20.0,Udoka Azubuike,C,6-10,280,1999-09-17,NG,2,Kansas
10,11.0,Kris Dunn,PG,6-3,205,1994-03-18,US,6,Providence
11,95.0,Juan Toscano-Anderson,SF,6-6,209,1993-04-10,US,3,Marquette
12,15.0,Damian Jones,C,6-11,245,1995-06-30,US,6,Vanderbilt
13,33.0,Johnny Juzang (TW),SF,6-7,215,2001-03-17,US,R,"Kentucky, UCLA"
14,19.0,Luka Šamanić,PF,6-10,227,2000-01-09,HR,2,
15,25.0,Micah Potter (TW),PF,6-10,248,1998-04-06,US,1,"Ohio State, Wisconsin"
16,,Vernon Carey Jr.,C,6-9,270,2001-02-25,US,2,Duke
