,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,6.0,Kenyon Martin Jr.,SF,6-6,215,2001-01-06,US,2,
1,17.0,Tari Eason,PF,6-8,216,2001-05-10,US,R,"Cincinnati, LSU"
2,1.0,Jabari Smith Jr.,PF,6-10,220,2003-05-13,US,R,Auburn
3,4.0,Jalen Green,SG,6-4,178,2002-02-09,US,1,
4,28.0,Alperen Şengün,C,6-9,235,2002-07-25,TR,1,
5,16.0,Usman Garuba,PF,6-8,220,2002-03-09,ES,1,
6,9.0,Josh Christopher,SG,6-5,215,2001-12-08,US,1,Arizona State
7,3.0,Kevin Porter Jr.,PG,6-4,203,2000-05-04,US,3,USC
8,15.0,Daishen Nix,PG,6-5,224,2002-02-13,US,1,
9,8.0,Jae'Sean Tate,SF,6-4,230,1995-10-28,US,2,Ohio State
10,0.0,TyTy Washington Jr.,PG,6-3,197,2001-11-15,US,R,Kentucky
11,51.0,Boban Marjanović,C,7-3,290,1988-08-15,RS,7,
12,33.0,Frank Kaminsky,C,7-0,240,1993-04-04,US,7,Wisconsin
13,12.0,Trevor Hudgins (TW),PG,6-0,180,1999-03-23,US,R,Northwest Missouri State University
14,5.0,Darius Days (TW),PF,6-7,245,1999-10-20,US,R,LSU
15,,D.J. Augustin,PG,5-11,183,1987-11-10,US,14,Texas
16,,Willie Cauley-Stein,C,7-0,240,1993-08-18,US,7,Kentucky
