,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,8,Nemanja Bjelica,C,6-10,234,1988-05-09,RS,6,
1,2,Chris Chiozza,PG,5-11,175,1995-11-21,US,3,Florida
2,30,Stephen Curry,PG,6-2,185,1988-03-14,US,12,Davidson
3,21,Jeff Dowtin,PG,6-3,185,1997-05-10,US,R,Rhode Island
4,23,Draymond Green,PF,6-6,230,1990-03-04,US,9,Michigan State
5,9,Andre Iguodala,SF,6-6,215,1984-01-28,US,17,Arizona
6,0,Jonathan Kuminga,SF,6-8,210,2002-10-06,CD,R,
7,1,Damion Lee,SG,6-5,210,1992-10-21,US,4,"Drexel, Louisville"
8,5,Kevon Looney,C,6-9,222,1996-02-06,US,6,UCLA
9,4,Moses Moody,SG,6-6,205,2002-05-31,US,R,Arkansas
10,0,Gary Payton II,SG,6-3,190,1992-12-01,US,5,Oregon State
11,3,Jordan Poole,SG,6-4,194,1999-06-19,US,2,Michigan
12,32,Otto Porter Jr.,PF,6-8,198,1993-06-03,US,8,Georgetown
13,11,Klay Thompson,SG,6-6,215,1990-02-08,US,8,Washington State
14,95,Juan Toscano-Anderson,SF,6-6,209,1993-04-10,US,2,Marquette
15,12,Quinndary Weatherspoon,SG,6-3,205,1996-09-10,US,2,Mississippi State
16,22,Andrew Wiggins,SF,6-7,197,1995-02-23,CA,7,Kansas
