,TEAM,PLAYOFF_WINS
0,SAS_2016,6.0
1,CLE_2016,16.0
2,OKC_2016,11.0
3,GSW_2016,15.0
4,MIA_2016,7.0
5,IND_2016,3.0
6,LAC_2016,2.0
7,ATL_2016,4.0
8,POR_2016,5.0
9,TOR_2016,10.0
10,BOS_2016,2.0
11,CHO_2016,3.0
12,DET_2016,0.0
13,HOU_2016,1.0
14,DAL_2016,1.0
15,MEM_2016,0.0
